"predictions","Actual","predictions_type","AUC","Fold","Model","method"
"1",1,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"1",1,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"1",1,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"1",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"1",1,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"1",1,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"1",1,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"1",1,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"1",1,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"1",1,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"1",1,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"1",1,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"1",1,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"1",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.982142857142857,1,"9LightGBM","1__9LightGBM"
"0",0,"testing",1,1,"9LightGBM","1__9LightGBM"
"1",1,"testing",1,1,"9LightGBM","1__9LightGBM"
"0",0,"testing",1,1,"9LightGBM","1__9LightGBM"
"0",0,"testing",1,1,"9LightGBM","1__9LightGBM"
"0",0,"testing",1,1,"9LightGBM","1__9LightGBM"
"0",0,"testing",1,1,"9LightGBM","1__9LightGBM"
"0",0,"testing",1,1,"9LightGBM","1__9LightGBM"
"0",0,"testing",1,1,"9LightGBM","1__9LightGBM"
"0",0,"testing",1,1,"9LightGBM","1__9LightGBM"
"1",1,"testing",1,1,"9LightGBM","1__9LightGBM"
"1",1,"testing",1,1,"9LightGBM","1__9LightGBM"
"0",0,"testing",1,1,"9LightGBM","1__9LightGBM"
"0",0,"testing",1,1,"9LightGBM","1__9LightGBM"
"0",0,"testing",1,1,"9LightGBM","1__9LightGBM"
"0",0,"testing",1,1,"9LightGBM","1__9LightGBM"
"1",1,"testing",1,1,"9LightGBM","1__9LightGBM"
"0",0,"testing",1,1,"9LightGBM","1__9LightGBM"
"0",0,"testing",1,1,"9LightGBM","1__9LightGBM"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",0,"training",0.919642857142857,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"1",0,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"0",1,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"1",1,"testing",0.839285714285714,2,"1Logistic Regression","2__1Logistic Regression"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"2ridge","2__2ridge"
"1",1,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"0",0,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"0",0,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"0",0,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"1",0,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"0",0,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"0",0,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"0",1,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"1",1,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"0",0,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"0",0,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"0",0,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"0",0,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"0",0,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"0",0,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"0",0,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"0",0,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"1",1,"testing",0.839285714285714,2,"2ridge","2__2ridge"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"0",0,"training",0.919642857142857,2,"3lasso","2__3lasso"
"1",1,"training",0.919642857142857,2,"3lasso","2__3lasso"
