predictions,Actual,predictions_type,AUC,Fold,Model
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
1,1,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
0,0,training,1,1,7Random Forest
1,0,testing,0.708333333,1,7Random Forest
0,0,testing,0.708333333,1,7Random Forest
1,1,testing,0.708333333,1,7Random Forest
0,0,testing,0.708333333,1,7Random Forest
1,1,testing,0.708333333,1,7Random Forest
0,1,testing,0.708333333,1,7Random Forest
0,0,testing,0.708333333,1,7Random Forest
0,0,testing,0.708333333,1,7Random Forest
1,0,testing,0.708333333,1,7Random Forest
1,0,testing,0.708333333,1,7Random Forest
1,0,testing,0.708333333,1,7Random Forest
1,1,testing,0.708333333,1,7Random Forest
0,0,testing,0.708333333,1,7Random Forest
0,0,testing,0.708333333,1,7Random Forest
0,0,testing,0.708333333,1,7Random Forest
1,0,testing,0.708333333,1,7Random Forest
1,1,testing,0.708333333,1,7Random Forest
1,1,testing,0.708333333,1,7Random Forest
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
1,1,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,training,1,1,8XGBoost
0,0,testing,0.625,1,8XGBoost
0,0,testing,0.625,1,8XGBoost
1,1,testing,0.625,1,8XGBoost
0,0,testing,0.625,1,8XGBoost
1,1,testing,0.625,1,8XGBoost
0,1,testing,0.625,1,8XGBoost
0,0,testing,0.625,1,8XGBoost
0,0,testing,0.625,1,8XGBoost
1,0,testing,0.625,1,8XGBoost
1,0,testing,0.625,1,8XGBoost
1,0,testing,0.625,1,8XGBoost
0,1,testing,0.625,1,8XGBoost
1,0,testing,0.625,1,8XGBoost
0,0,testing,0.625,1,8XGBoost
0,0,testing,0.625,1,8XGBoost
1,0,testing,0.625,1,8XGBoost
1,1,testing,0.625,1,8XGBoost
1,1,testing,0.625,1,8XGBoost
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
1,1,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,training,0.945652174,1,9LightGBM
0,0,testing,0.708333333,1,9LightGBM
0,0,testing,0.708333333,1,9LightGBM
1,1,testing,0.708333333,1,9LightGBM
0,0,testing,0.708333333,1,9LightGBM
1,1,testing,0.708333333,1,9LightGBM
0,1,testing,0.708333333,1,9LightGBM
0,0,testing,0.708333333,1,9LightGBM
0,0,testing,0.708333333,1,9LightGBM
1,0,testing,0.708333333,1,9LightGBM
1,0,testing,0.708333333,1,9LightGBM
1,0,testing,0.708333333,1,9LightGBM
1,1,testing,0.708333333,1,9LightGBM
1,0,testing,0.708333333,1,9LightGBM
0,0,testing,0.708333333,1,9LightGBM
0,0,testing,0.708333333,1,9LightGBM
1,0,testing,0.708333333,1,9LightGBM
1,1,testing,0.708333333,1,9LightGBM
1,1,testing,0.708333333,1,9LightGBM
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
1,1,training,1,2,1Logistic Regression
0,0,training,1,2,1Logistic Regression
1,0,testing,0.791666667,2,1Logistic Regression
1,1,testing,0.791666667,2,1Logistic Regression
0,0,testing,0.791666667,2,1Logistic Regression
1,1,testing,0.791666667,2,1Logistic Regression
1,0,testing,0.791666667,2,1Logistic Regression
1,0,testing,0.791666667,2,1Logistic Regression
0,0,testing,0.791666667,2,1Logistic Regression
1,1,testing,0.791666667,2,1Logistic Regression
0,0,testing,0.791666667,2,1Logistic Regression
1,1,testing,0.791666667,2,1Logistic Regression
1,0,testing,0.791666667,2,1Logistic Regression
0,0,testing,0.791666667,2,1Logistic Regression
0,0,testing,0.791666667,2,1Logistic Regression
1,0,testing,0.791666667,2,1Logistic Regression
0,0,testing,0.791666667,2,1Logistic Regression
1,1,testing,0.791666667,2,1Logistic Regression
1,1,testing,0.791666667,2,1Logistic Regression
0,0,testing,0.791666667,2,1Logistic Regression
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,1,training,0.913043478,2,2ridge
1,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
1,1,training,0.913043478,2,2ridge
0,0,training,0.913043478,2,2ridge
0,0,testing,0.708333333,2,2ridge
1,1,testing,0.708333333,2,2ridge
0,0,testing,0.708333333,2,2ridge
0,1,testing,0.708333333,2,2ridge
0,0,testing,0.708333333,2,2ridge
0,0,testing,0.708333333,2,2ridge
0,0,testing,0.708333333,2,2ridge
1,1,testing,0.708333333,2,2ridge
1,0,testing,0.708333333,2,2ridge
0,1,testing,0.708333333,2,2ridge
0,0,testing,0.708333333,2,2ridge
0,0,testing,0.708333333,2,2ridge
0,0,testing,0.708333333,2,2ridge
1,0,testing,0.708333333,2,2ridge
0,0,testing,0.708333333,2,2ridge
1,1,testing,0.708333333,2,2ridge
1,1,testing,0.708333333,2,2ridge
1,0,testing,0.708333333,2,2ridge
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,1,training,0.913043478,2,3lasso
1,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
1,1,training,0.913043478,2,3lasso
0,0,training,0.913043478,2,3lasso
0,0,testing,0.708333333,2,3lasso
1,1,testing,0.708333333,2,3lasso
0,0,testing,0.708333333,2,3lasso
0,1,testing,0.708333333,2,3lasso
0,0,testing,0.708333333,2,3lasso
0,0,testing,0.708333333,2,3lasso
0,0,testing,0.708333333,2,3lasso
1,1,testing,0.708333333,2,3lasso
1,0,testing,0.708333333,2,3lasso
0,1,testing,0.708333333,2,3lasso
0,0,testing,0.708333333,2,3lasso
0,0,testing,0.708333333,2,3lasso
0,0,testing,0.708333333,2,3lasso
1,0,testing,0.708333333,2,3lasso
0,0,testing,0.708333333,2,3lasso
1,1,testing,0.708333333,2,3lasso
1,1,testing,0.708333333,2,3lasso
1,0,testing,0.708333333,2,3lasso
0,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,1,training,0.826086957,2,4KNN
0,1,training,0.826086957,2,4KNN
1,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
1,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
1,1,training,0.826086957,2,4KNN
0,0,training,0.826086957,2,4KNN
0,0,testing,0.916666667,2,4KNN
1,1,testing,0.916666667,2,4KNN
0,0,testing,0.916666667,2,4KNN
1,1,testing,0.916666667,2,4KNN
0,0,testing,0.916666667,2,4KNN
0,0,testing,0.916666667,2,4KNN
0,0,testing,0.916666667,2,4KNN
1,1,testing,0.916666667,2,4KNN
0,0,testing,0.916666667,2,4KNN
1,1,testing,0.916666667,2,4KNN
1,0,testing,0.916666667,2,4KNN
0,0,testing,0.916666667,2,4KNN
0,0,testing,0.916666667,2,4KNN
0,0,testing,0.916666667,2,4KNN
0,0,testing,0.916666667,2,4KNN
1,1,testing,0.916666667,2,4KNN
1,1,testing,0.916666667,2,4KNN
1,0,testing,0.916666667,2,4KNN
0,0,training,0.956521739,2,5SVM
1,1,training,0.956521739,2,5SVM
0,0,training,0.956521739,2,5SVM
1,1,training,0.956521739,2,5SVM
0,0,training,0.956521739,2,5SVM
0,0,training,0.956521739,2,5SVM
0,0,training,0.956521739,2,5SVM
1,1,training,0.956521739,2,5SVM
1,1,training,0.956521739,2,5SVM
0,0,training,0.956521739,2,5SVM
1,1,training,0.956521739,2,5SVM
0,0,training,0.956521739,2,5SVM
0,0,training,0.956521739,2,5SVM
