"protein","reporter","unique","value","batch"
"O75947","3",7,717364.5,"RA0102_peptides.txt"
"O75947","5",7,901567,"RA0102_peptides.txt"
"O75955","0",9,242480,"RA0102_peptides.txt"
"O75955","3",9,177353,"RA0102_peptides.txt"
"O75955","5",9,228034,"RA0102_peptides.txt"
"O75964","0",4,333328,"RA0102_peptides.txt"
"O75964","3",4,116712.8,"RA0102_peptides.txt"
"O75964","5",4,157284.7,"RA0102_peptides.txt"
"O75976","0",1,0,"RA0102_peptides.txt"
"O75976","3",1,0,"RA0102_peptides.txt"
"O75976","5",1,0,"RA0102_peptides.txt"
"O76003","0",2,154694,"RA0102_peptides.txt"
"O76003","3",2,51084,"RA0102_peptides.txt"
"O76003","5",2,105707,"RA0102_peptides.txt"
"O76021","0",4,37214,"RA0102_peptides.txt"
"O76021","3",4,27171,"RA0102_peptides.txt"
"O76021","5",4,37034,"RA0102_peptides.txt"
"O76024","0",3,0,"RA0102_peptides.txt"
"O76024","3",3,0,"RA0102_peptides.txt"
"O76024","5",3,0,"RA0102_peptides.txt"
"O76062","0",1,44267,"RA0102_peptides.txt"
"O76062","3",1,52676,"RA0102_peptides.txt"
"O76062","5",1,31239,"RA0102_peptides.txt"
"O76070","0",2,38700,"RA0102_peptides.txt"
"O76070","3",2,39157,"RA0102_peptides.txt"
"O76070","5",2,10367.7,"RA0102_peptides.txt"
"O76071","0",1,0,"RA0102_peptides.txt"
"O76071","3",1,0,"RA0102_peptides.txt"
"O76071","5",1,0,"RA0102_peptides.txt"
"O76094","0",9,917702,"RA0102_peptides.txt"
"O76094","3",9,304304.9,"RA0102_peptides.txt"
"O76094","5",9,565520,"RA0102_peptides.txt"
"O94760","0",3,173438,"RA0102_peptides.txt"
"O94760","3",3,173450,"RA0102_peptides.txt"
"O94760","5",3,76937.5,"RA0102_peptides.txt"
"O94761","0",1,0,"RA0102_peptides.txt"
"O94761","3",1,0,"RA0102_peptides.txt"
"O94761","5",1,0,"RA0102_peptides.txt"
"O94768","0",1,81168,"RA0102_peptides.txt"
"O94768","3",1,21058,"RA0102_peptides.txt"
"O94768","5",1,32158,"RA0102_peptides.txt"
"O94776","0",10,222041,"RA0102_peptides.txt"
"O94776","3",10,248883,"RA0102_peptides.txt"
"O94776","5",10,235543,"RA0102_peptides.txt"
"O94788","0",2,19695,"RA0102_peptides.txt"
"O94788","3",2,40685,"RA0102_peptides.txt"
"O94788","5",2,14016,"RA0102_peptides.txt"
"O94804","0",3,141852,"RA0102_peptides.txt"
"O94804","3",3,42680.8,"RA0102_peptides.txt"
"O94804","5",3,100482,"RA0102_peptides.txt"
"O94808","0",7,827147,"RA0102_peptides.txt"
"O94808","3",7,122166.2,"RA0102_peptides.txt"
"O94808","5",7,184378,"RA0102_peptides.txt"
"O94817","0",1,96837,"RA0102_peptides.txt"
"O94817","3",1,26546,"RA0102_peptides.txt"
"O94817","5",1,52561,"RA0102_peptides.txt"
"O94819","0",4,66150,"RA0102_peptides.txt"
"O94819","3",4,65301,"RA0102_peptides.txt"
"O94819","5",4,36983.1,"RA0102_peptides.txt"
"O94822","0",3,35769,"RA0102_peptides.txt"
"O94822","3",3,14259,"RA0102_peptides.txt"
"O94822","5",3,30610,"RA0102_peptides.txt"
"O94826","0",13,478677,"RA0102_peptides.txt"
"O94826","3",13,337704,"RA0102_peptides.txt"
"O94826","5",13,290403,"RA0102_peptides.txt"
"O94832","0",20,719875.7,"RA0102_peptides.txt"
"O94832","3",20,421049.3,"RA0102_peptides.txt"
"O94832","5",20,843560,"RA0102_peptides.txt"
"O94855","0",8,661018,"RA0102_peptides.txt"
"O94855","3",8,234077,"RA0102_peptides.txt"
"O94855","5",8,666525,"RA0102_peptides.txt"
"O94874","0",9,328944,"RA0102_peptides.txt"
"O94874","3",9,162196,"RA0102_peptides.txt"
"O94874","5",9,209817,"RA0102_peptides.txt"
"O94875","0",4,213168,"RA0102_peptides.txt"
"O94875","3",4,119240,"RA0102_peptides.txt"
"O94875","5",4,24931.2,"RA0102_peptides.txt"
"O94886","0",1,0,"RA0102_peptides.txt"
"O94886","3",1,0,"RA0102_peptides.txt"
"O94886","5",1,0,"RA0102_peptides.txt"
"O94887","0",1,42648,"RA0102_peptides.txt"
"O94887","3",1,13682,"RA0102_peptides.txt"
"O94887","5",1,26396,"RA0102_peptides.txt"
"O94901","0",10,780612,"RA0102_peptides.txt"
"O94901","3",10,551464.8,"RA0102_peptides.txt"
"O94901","5",10,410529.9,"RA0102_peptides.txt"
"O94903","0",6,73287,"RA0102_peptides.txt"
"O94903","3",6,64934.1,"RA0102_peptides.txt"
"O94903","5",6,62341.8,"RA0102_peptides.txt"
"O94905","0",7,619538.8,"RA0102_peptides.txt"
"O94905","3",7,521789,"RA0102_peptides.txt"
"O94905","5",7,385979,"RA0102_peptides.txt"
"O94906","0",14,717187,"RA0102_peptides.txt"
"O94906","3",14,539502,"RA0102_peptides.txt"
"O94906","5",14,579931,"RA0102_peptides.txt"
"O94911","0",6,48068,"RA0102_peptides.txt"
"O94911","3",6,29563,"RA0102_peptides.txt"
"O94911","5",6,11562,"RA0102_peptides.txt"
"O94915","0",6,72908,"RA0102_peptides.txt"
"O94915","3",6,26326.8,"RA0102_peptides.txt"
"O94915","5",6,29948.9,"RA0102_peptides.txt"
"O94919","0",4,133858,"RA0102_peptides.txt"
"O94919","3",4,38478.4,"RA0102_peptides.txt"
"O94919","5",4,48998,"RA0102_peptides.txt"
"O94925","0",5,144036,"RA0102_peptides.txt"
"O94925","3",5,87614,"RA0102_peptides.txt"
"O94925","5",5,125582,"RA0102_peptides.txt"
"O94956","0",1,0,"RA0102_peptides.txt"
"O94956","3",1,0,"RA0102_peptides.txt"
"O94956","5",1,0,"RA0102_peptides.txt"
"O94973","0",17,990972.8,"RA0102_peptides.txt"
"O94973","3",17,426079.4,"RA0102_peptides.txt"
"O94973","5",17,652463.6,"RA0102_peptides.txt"
"O94979","0",20,1394294,"RA0102_peptides.txt"
"O94979","3",20,505766.7,"RA0102_peptides.txt"
"O94979","5",20,785410,"RA0102_peptides.txt"
"O94985","0",1,0,"RA0102_peptides.txt"
"O94985","3",1,0,"RA0102_peptides.txt"
"O94985","5",1,0,"RA0102_peptides.txt"
"O95070","0",1,55790,"RA0102_peptides.txt"
"O95070","3",1,18327,"RA0102_peptides.txt"
"O95070","5",1,19528,"RA0102_peptides.txt"
"O95071","0",2,42139,"RA0102_peptides.txt"
"O95071","3",2,17670.5,"RA0102_peptides.txt"
"O95071","5",2,21324.5,"RA0102_peptides.txt"
"O95136","0",1,35579,"RA0102_peptides.txt"
"O95136","3",1,14558,"RA0102_peptides.txt"
"O95136","5",1,19256,"RA0102_peptides.txt"
"O95139","0",2,68755,"RA0102_peptides.txt"
"O95139","3",2,59167,"RA0102_peptides.txt"
"O95139","5",2,89512,"RA0102_peptides.txt"
"O95140","0",3,229386,"RA0102_peptides.txt"
"O95140","3",3,124399,"RA0102_peptides.txt"
"O95140","5",3,129266,"RA0102_peptides.txt"
"O95155","0",2,32246,"RA0102_peptides.txt"
"O95155","3",2,7913.6,"RA0102_peptides.txt"
"O95155","5",2,13896,"RA0102_peptides.txt"
"O95163","0",6,59859,"RA0102_peptides.txt"
"O95163","3",6,23156,"RA0102_peptides.txt"
"O95163","5",6,34752,"RA0102_peptides.txt"
"O95166","0",1,0,"RA0102_peptides.txt"
"O95166","3",1,0,"RA0102_peptides.txt"
"O95166","5",1,0,"RA0102_peptides.txt"
"O95167","0",3,377320,"RA0102_peptides.txt"
"O95167","3",3,148953,"RA0102_peptides.txt"
"O95167","5",3,166751,"RA0102_peptides.txt"
"O95168","0",3,107831,"RA0102_peptides.txt"
"O95168","3",3,65872,"RA0102_peptides.txt"
"O95168","5",3,112585,"RA0102_peptides.txt"
"O95169","0",3,89985.4,"RA0102_peptides.txt"
"O95169","3",3,92610,"RA0102_peptides.txt"
"O95169","5",3,153729,"RA0102_peptides.txt"
"O95171","0",1,0,"RA0102_peptides.txt"
"O95171","3",1,0,"RA0102_peptides.txt"
"O95171","5",1,0,"RA0102_peptides.txt"
"O95182","0",3,17101,"RA0102_peptides.txt"
"O95182","3",3,44876,"RA0102_peptides.txt"
"O95182","5",3,20681,"RA0102_peptides.txt"
"O95183","0",3,392529,"RA0102_peptides.txt"
"O95183","3",3,449065,"RA0102_peptides.txt"
"O95183","5",3,439418,"RA0102_peptides.txt"
"O95197","0",1,701760,"RA0102_peptides.txt"
"O95197","3",1,52338,"RA0102_peptides.txt"
"O95197","5",1,90197,"RA0102_peptides.txt"
"O95202","0",8,237181,"RA0102_peptides.txt"
"O95202","3",8,243464.9,"RA0102_peptides.txt"
"O95202","5",8,377080,"RA0102_peptides.txt"
"O95210","0",1,0,"RA0102_peptides.txt"
"O95210","3",1,0,"RA0102_peptides.txt"
"O95210","5",1,0,"RA0102_peptides.txt"
"O95219","0",2,36863,"RA0102_peptides.txt"
"O95219","3",2,9914.4,"RA0102_peptides.txt"
"O95219","5",2,9337,"RA0102_peptides.txt"
"O95232","0",3,12333,"RA0102_peptides.txt"
"O95232","3",3,36097,"RA0102_peptides.txt"
"O95232","5",3,18262,"RA0102_peptides.txt"
"O95236","0",4,212800,"RA0102_peptides.txt"
"O95236","3",4,179923,"RA0102_peptides.txt"
"O95236","5",4,299580,"RA0102_peptides.txt"
"O95248","0",3,130987,"RA0102_peptides.txt"
"O95248","3",3,74296.7,"RA0102_peptides.txt"
"O95248","5",3,83145.8,"RA0102_peptides.txt"
"O95263","0",1,0,"RA0102_peptides.txt"
"O95263","3",1,0,"RA0102_peptides.txt"
"O95263","5",1,0,"RA0102_peptides.txt"
"O95292","0",5,120183,"RA0102_peptides.txt"
"O95292","3",5,124255,"RA0102_peptides.txt"
"O95292","5",5,60483,"RA0102_peptides.txt"
"O95295","0",1,12641,"RA0102_peptides.txt"
"O95295","3",1,8792.7,"RA0102_peptides.txt"
"O95295","5",1,29542,"RA0102_peptides.txt"
"O95297","0",2,21827,"RA0102_peptides.txt"
"O95297","3",2,24120,"RA0102_peptides.txt"
"O95297","5",2,24376,"RA0102_peptides.txt"
"O95298","0",2,235597,"RA0102_peptides.txt"
"O95298","3",2,155000,"RA0102_peptides.txt"
"O95298","5",2,209327,"RA0102_peptides.txt"
"O95299","0",4,217591,"RA0102_peptides.txt"
"O95299","3",4,118921.9,"RA0102_peptides.txt"
"O95299","5",4,183271,"RA0102_peptides.txt"
"O95302","0",6,568606,"RA0102_peptides.txt"
"O95302","3",6,369817,"RA0102_peptides.txt"
"O95302","5",6,370483,"RA0102_peptides.txt"
"O95319","0",1,0,"RA0102_peptides.txt"
"O95319","3",1,0,"RA0102_peptides.txt"
"O95319","5",1,0,"RA0102_peptides.txt"
"O95336","0",7,247384,"RA0102_peptides.txt"
"O95336","3",7,190331.2,"RA0102_peptides.txt"
"O95336","5",7,157124.1,"RA0102_peptides.txt"
"O95340","0",6,110823,"RA0102_peptides.txt"
"O95340","3",6,57799,"RA0102_peptides.txt"
"O95340","5",6,157079,"RA0102_peptides.txt"
"O95352","0",11,256980,"RA0102_peptides.txt"
"O95352","3",11,97264,"RA0102_peptides.txt"
"O95352","5",11,179272,"RA0102_peptides.txt"
"O95363","0",3,14247,"RA0102_peptides.txt"
"O95363","3",3,7206.1,"RA0102_peptides.txt"
"O95363","5",3,8266.1,"RA0102_peptides.txt"
"O95372","0",2,0,"RA0102_peptides.txt"
"O95372","3",2,0,"RA0102_peptides.txt"
"O95372","5",2,0,"RA0102_peptides.txt"
"O95373","0",4,1702984,"RA0102_peptides.txt"
"O95373","3",4,394900,"RA0102_peptides.txt"
"O95373","5",4,727759,"RA0102_peptides.txt"
"O95376","0",2,0,"RA0102_peptides.txt"
"O95376","3",2,0,"RA0102_peptides.txt"
"O95376","5",2,0,"RA0102_peptides.txt"
"O95379","0",3,130783,"RA0102_peptides.txt"
"O95379","3",3,32970.9,"RA0102_peptides.txt"
"O95379","5",3,160159,"RA0102_peptides.txt"
"O95394","0",6,631923,"RA0102_peptides.txt"
"O95394","3",6,269299,"RA0102_peptides.txt"
"O95394","5",6,535716,"RA0102_peptides.txt"
"O95396","0",2,0,"RA0102_peptides.txt"
"O95396","3",2,0,"RA0102_peptides.txt"
"O95396","5",2,0,"RA0102_peptides.txt"
"O95399","0",1,702280,"RA0102_peptides.txt"
"O95399","3",1,166810,"RA0102_peptides.txt"
"O95399","5",1,476920,"RA0102_peptides.txt"
"O95425","0",5,225938,"RA0102_peptides.txt"
"O95425","3",5,135024,"RA0102_peptides.txt"
"O95425","5",5,108209,"RA0102_peptides.txt"
"O95433","0",8,419595,"RA0102_peptides.txt"
"O95433","3",8,183925,"RA0102_peptides.txt"
"O95433","5",8,322184,"RA0102_peptides.txt"
"O95445","0",1,0,"RA0102_peptides.txt"
"O95445","3",1,0,"RA0102_peptides.txt"
"O95445","5",1,0,"RA0102_peptides.txt"
"O95453","0",4,179531,"RA0102_peptides.txt"
"O95453","3",4,68444,"RA0102_peptides.txt"
"O95453","5",4,102023,"RA0102_peptides.txt"
"O95456","0",3,28268,"RA0102_peptides.txt"
"O95456","3",3,9564.8,"RA0102_peptides.txt"
"O95456","5",3,40283,"RA0102_peptides.txt"
"O95466","0",14,603983,"RA0102_peptides.txt"
"O95466","3",14,329302.9,"RA0102_peptides.txt"
"O95466","5",14,638329,"RA0102_peptides.txt"
"O95470","0",8,484452,"RA0102_peptides.txt"
"O95470","3",8,168044.7,"RA0102_peptides.txt"
"O95470","5",8,466243,"RA0102_peptides.txt"
"O95476","0",1,20805,"RA0102_peptides.txt"
"O95476","3",1,10368,"RA0102_peptides.txt"
"O95476","5",1,14845,"RA0102_peptides.txt"
"O95477","0",2,220693,"RA0102_peptides.txt"
"O95477","3",2,64995,"RA0102_peptides.txt"
"O95477","5",2,124200,"RA0102_peptides.txt"
"O95479","0",22,889029.6,"RA0102_peptides.txt"
"O95479","3",22,621086.9,"RA0102_peptides.txt"
"O95479","5",22,666888.8,"RA0102_peptides.txt"
"O95486","0",4,142420,"RA0102_peptides.txt"
"O95486","3",4,30908,"RA0102_peptides.txt"
"O95486","5",4,90441,"RA0102_peptides.txt"
"O95487","0",2,0,"RA0102_peptides.txt"
"O95487","3",2,0,"RA0102_peptides.txt"
"O95487","5",2,0,"RA0102_peptides.txt"
"O95490","0",1,25468,"RA0102_peptides.txt"
"O95490","3",1,28384,"RA0102_peptides.txt"
"O95490","5",1,8224.7,"RA0102_peptides.txt"
"O95544","0",1,0,"RA0102_peptides.txt"
"O95544","3",1,0,"RA0102_peptides.txt"
"O95544","5",1,0,"RA0102_peptides.txt"
"O95551","0",1,92302,"RA0102_peptides.txt"
"O95551","3",1,48358,"RA0102_peptides.txt"
"O95551","5",1,111010,"RA0102_peptides.txt"
"O95562","0",1,0,"RA0102_peptides.txt"
"O95562","3",1,0,"RA0102_peptides.txt"
"O95562","5",1,0,"RA0102_peptides.txt"
"O95563","0",4,154247,"RA0102_peptides.txt"
"O95563","3",4,52557.3,"RA0102_peptides.txt"
"O95563","5",4,57831,"RA0102_peptides.txt"
"O95571","0",4,76482,"RA0102_peptides.txt"
"O95571","3",4,32711.7,"RA0102_peptides.txt"
"O95571","5",4,203364.8,"RA0102_peptides.txt"
"O95573","0",8,78115,"RA0102_peptides.txt"
"O95573","3",8,27565.5,"RA0102_peptides.txt"
"O95573","5",8,51237,"RA0102_peptides.txt"
"O95613","0",1,0,"RA0102_peptides.txt"
"O95613","3",1,0,"RA0102_peptides.txt"
"O95613","5",1,0,"RA0102_peptides.txt"
"O95628","0",1,0,"RA0102_peptides.txt"
"O95628","3",1,0,"RA0102_peptides.txt"
"O95628","5",1,0,"RA0102_peptides.txt"
"O95630","0",2,102258,"RA0102_peptides.txt"
"O95630","3",2,82972.2,"RA0102_peptides.txt"
"O95630","5",2,83328,"RA0102_peptides.txt"
"O95671","0",3,113840,"RA0102_peptides.txt"
"O95671","3",3,36476,"RA0102_peptides.txt"
"O95671","5",3,43896,"RA0102_peptides.txt"
"O95674","0",3,234340,"RA0102_peptides.txt"
"O95674","3",3,169258,"RA0102_peptides.txt"
"O95674","5",3,166396,"RA0102_peptides.txt"
"O95716","0",2,66902,"RA0102_peptides.txt"
"O95716","3",2,18485,"RA0102_peptides.txt"
"O95716","5",2,34502,"RA0102_peptides.txt"
"O95721","0",2,0,"RA0102_peptides.txt"
"O95721","3",2,0,"RA0102_peptides.txt"
"O95721","5",2,0,"RA0102_peptides.txt"
"O95747","0",7,192710,"RA0102_peptides.txt"
"O95747","3",7,110381.1,"RA0102_peptides.txt"
"O95747","5",7,97108,"RA0102_peptides.txt"
"O95749","0",4,189047,"RA0102_peptides.txt"
"O95749","3",4,105526,"RA0102_peptides.txt"
"O95749","5",4,127064,"RA0102_peptides.txt"
"O95757","0",1,0,"RA0102_peptides.txt"
"O95757","3",1,0,"RA0102_peptides.txt"
"O95757","5",1,0,"RA0102_peptides.txt"
"O95758","0",1,27373,"RA0102_peptides.txt"
"O95758","3",1,9510,"RA0102_peptides.txt"
"O95758","5",1,27033,"RA0102_peptides.txt"
"O95772","0",2,47017,"RA0102_peptides.txt"
"O95772","3",2,68024,"RA0102_peptides.txt"
"O95772","5",2,124025,"RA0102_peptides.txt"
"O95777","0",2,961842,"RA0102_peptides.txt"
"O95777","3",2,356373,"RA0102_peptides.txt"
"O95777","5",2,537119,"RA0102_peptides.txt"
"O95782","0",18,1442086,"RA0102_peptides.txt"
"O95782","3",18,876041.4,"RA0102_peptides.txt"
"O95782","5",18,1066797,"RA0102_peptides.txt"
"O95786","0",8,223739,"RA0102_peptides.txt"
"O95786","3",8,61246.8,"RA0102_peptides.txt"
"O95786","5",8,161081,"RA0102_peptides.txt"
"O95807","0",1,35247,"RA0102_peptides.txt"
"O95807","3",1,2965.3,"RA0102_peptides.txt"
"O95807","5",1,81520,"RA0102_peptides.txt"
"O95810","0",9,475187,"RA0102_peptides.txt"
"O95810","3",9,340396,"RA0102_peptides.txt"
"O95810","5",9,79199.5,"RA0102_peptides.txt"
"O95816","0",7,345073,"RA0102_peptides.txt"
"O95816","3",7,155061,"RA0102_peptides.txt"
"O95816","5",7,180821,"RA0102_peptides.txt"
"O95819","0",2,28403,"RA0102_peptides.txt"
"O95819","3",2,11481,"RA0102_peptides.txt"
"O95819","5",2,24210,"RA0102_peptides.txt"
"O95822","0",1,78241,"RA0102_peptides.txt"
"O95822","3",1,29994,"RA0102_peptides.txt"
"O95822","5",1,66154,"RA0102_peptides.txt"
"O95825","0",6,116456,"RA0102_peptides.txt"
"O95825","3",6,42332,"RA0102_peptides.txt"
"O95825","5",6,56663,"RA0102_peptides.txt"
"O95831","0",13,879479,"RA0102_peptides.txt"
"O95831","3",13,675724,"RA0102_peptides.txt"
"O95831","5",13,919415,"RA0102_peptides.txt"
"O95834","0",6,369745.4,"RA0102_peptides.txt"
"O95834","3",6,161490.3,"RA0102_peptides.txt"
"O95834","5",6,305472,"RA0102_peptides.txt"
"O95858","0",2,39732,"RA0102_peptides.txt"
"O95858","3",2,12447,"RA0102_peptides.txt"
"O95858","5",2,29647,"RA0102_peptides.txt"
"O95861","0",4,289073,"RA0102_peptides.txt"
"O95861","3",4,126089,"RA0102_peptides.txt"
"O95861","5",4,141742.8,"RA0102_peptides.txt"
"O95865","0",5,129643,"RA0102_peptides.txt"
"O95865","3",5,408420,"RA0102_peptides.txt"
"O95865","5",5,181994,"RA0102_peptides.txt"
"O95870","0",5,61824,"RA0102_peptides.txt"
"O95870","3",5,39384,"RA0102_peptides.txt"
"O95870","5",5,70623,"RA0102_peptides.txt"
"O95873","0",1,29843,"RA0102_peptides.txt"
"O95873","3",1,8656.7,"RA0102_peptides.txt"
"O95873","5",1,8242.1,"RA0102_peptides.txt"
"O95881","0",5,126853,"RA0102_peptides.txt"
"O95881","3",5,46296,"RA0102_peptides.txt"
"O95881","5",5,379113,"RA0102_peptides.txt"
"O95967","0",4,209063,"RA0102_peptides.txt"
"O95967","3",4,159141,"RA0102_peptides.txt"
"O95967","5",4,87291,"RA0102_peptides.txt"
"O95989","0",2,121236,"RA0102_peptides.txt"
"O95989","3",2,33179,"RA0102_peptides.txt"
"O95989","5",2,56852,"RA0102_peptides.txt"
"O95996","0",1,0,"RA0102_peptides.txt"
"O95996","3",1,0,"RA0102_peptides.txt"
"O95996","5",1,0,"RA0102_peptides.txt"
"O95999","0",1,46199,"RA0102_peptides.txt"
"O95999","3",1,7425.4,"RA0102_peptides.txt"
"O95999","5",1,12301,"RA0102_peptides.txt"
"O96000","0",3,158563,"RA0102_peptides.txt"
"O96000","3",3,154615,"RA0102_peptides.txt"
"O96000","5",3,61067,"RA0102_peptides.txt"
"O96005","0",7,284813,"RA0102_peptides.txt"
"O96005","3",7,131384.8,"RA0102_peptides.txt"
"O96005","5",7,321306,"RA0102_peptides.txt"
"O96006","0",1,0,"RA0102_peptides.txt"
"O96006","3",1,0,"RA0102_peptides.txt"
"O96006","5",1,0,"RA0102_peptides.txt"
"O96007","0",2,42456,"RA0102_peptides.txt"
"O96007","3",2,11063,"RA0102_peptides.txt"
"O96007","5",2,14526,"RA0102_peptides.txt"
"O96008","0",3,184802,"RA0102_peptides.txt"
"O96008","3",3,62395,"RA0102_peptides.txt"
"O96008","5",3,92405,"RA0102_peptides.txt"
"O96011","0",4,78646,"RA0102_peptides.txt"
"O96011","3",4,59224.4,"RA0102_peptides.txt"
"O96011","5",4,157798,"RA0102_peptides.txt"
"O96019","0",3,326723,"RA0102_peptides.txt"
"O96019","3",3,165833,"RA0102_peptides.txt"
"O96019","5",3,150062,"RA0102_peptides.txt"
"O96033","0",1,68206,"RA0102_peptides.txt"
"O96033","3",1,20667,"RA0102_peptides.txt"
"O96033","5",1,16872,"RA0102_peptides.txt"
"P00156","0",1,50347,"RA0102_peptides.txt"
"P00156","3",1,25535,"RA0102_peptides.txt"
"P00156","5",1,7366.4,"RA0102_peptides.txt"
"P00167","0",3,122711,"RA0102_peptides.txt"
"P00167","3",3,251768,"RA0102_peptides.txt"
"P00167","5",3,141880,"RA0102_peptides.txt"
"P00325","0",2,112480,"RA0102_peptides.txt"
"P00325","3",2,59668,"RA0102_peptides.txt"
"P00325","5",2,16568,"RA0102_peptides.txt"
"P00338","0",12,5198090,"RA0102_peptides.txt"
"P00338","3",12,2520957.1,"RA0102_peptides.txt"
"P00338","5",12,2819216.5,"RA0102_peptides.txt"
"P00352","0",14,2131962,"RA0102_peptides.txt"
"P00352","3",14,413891.4,"RA0102_peptides.txt"
"P00352","5",14,741017.8,"RA0102_peptides.txt"
"P00367","0",7,1689686,"RA0102_peptides.txt"
"P00367","3",7,2326825,"RA0102_peptides.txt"
"P00367","5",7,2434398,"RA0102_peptides.txt"
"P00387","0",11,1471595.9,"RA0102_peptides.txt"
"P00387","3",11,631408.5,"RA0102_peptides.txt"
"P00387","5",11,547477.6,"RA0102_peptides.txt"
"P00390","0",9,503120,"RA0102_peptides.txt"
"P00390","3",9,203219,"RA0102_peptides.txt"
"P00390","5",9,389279,"RA0102_peptides.txt"
"P00403","0",5,324704.3,"RA0102_peptides.txt"
"P00403","3",5,369271.6,"RA0102_peptides.txt"
"P00403","5",5,528414.3,"RA0102_peptides.txt"
"P00441","0",6,2272578,"RA0102_peptides.txt"
"P00441","3",6,751331,"RA0102_peptides.txt"
"P00441","5",6,433007,"RA0102_peptides.txt"
"P00450","0",15,949179,"RA0102_peptides.txt"
"P00450","3",15,387296,"RA0102_peptides.txt"
"P00450","5",15,498935,"RA0102_peptides.txt"
"P00488","0",22,5858588.3,"RA0102_peptides.txt"
"P00488","3",22,2150125.4,"RA0102_peptides.txt"
"P00488","5",22,4087981.4,"RA0102_peptides.txt"
"P00491","0",7,717281,"RA0102_peptides.txt"
"P00491","3",7,173099,"RA0102_peptides.txt"
"P00491","5",7,445182,"RA0102_peptides.txt"
"P00492","0",3,156179,"RA0102_peptides.txt"
"P00492","3",3,37336.2,"RA0102_peptides.txt"
"P00492","5",3,106858.1,"RA0102_peptides.txt"
"P00505","0",18,3175769,"RA0102_peptides.txt"
"P00505","3",18,684386.8,"RA0102_peptides.txt"
"P00505","5",18,1006065,"RA0102_peptides.txt"
"P00533","0",5,200092,"RA0102_peptides.txt"
"P00533","3",5,68550,"RA0102_peptides.txt"
"P00533","5",5,53336.8,"RA0102_peptides.txt"
"P00558","0",21,4936355.4,"RA0102_peptides.txt"
"P00558","3",21,2448994.2,"RA0102_peptides.txt"
"P00558","5",21,4524030.1,"RA0102_peptides.txt"
"P00568","0",7,644592,"RA0102_peptides.txt"
"P00568","3",7,266994,"RA0102_peptides.txt"
"P00568","5",7,191652,"RA0102_peptides.txt"
"P00734","0",8,238811,"RA0102_peptides.txt"
"P00734","3",8,174976,"RA0102_peptides.txt"
"P00734","5",8,175477,"RA0102_peptides.txt"
"P00736","0",12,1466986,"RA0102_peptides.txt"
"P00736","3",12,378362,"RA0102_peptides.txt"
"P00736","5",12,786359,"RA0102_peptides.txt"
"P00738","0",10,1997596,"RA0102_peptides.txt"
"P00738","3",10,797106,"RA0102_peptides.txt"
"P00738","5",10,1140927,"RA0102_peptides.txt"
"P00740","0",2,124340,"RA0102_peptides.txt"
"P00740","3",2,18478,"RA0102_peptides.txt"
"P00740","5",2,44923,"RA0102_peptides.txt"
"P00742","0",2,0,"RA0102_peptides.txt"
"P00742","3",2,0,"RA0102_peptides.txt"
"P00742","5",2,0,"RA0102_peptides.txt"
"P00747","0",14,879201,"RA0102_peptides.txt"
"P00747","3",14,478990.7,"RA0102_peptides.txt"
"P00747","5",14,1291502,"RA0102_peptides.txt"
"P00748","0",1,22928,"RA0102_peptides.txt"
"P00748","3",1,3230.4,"RA0102_peptides.txt"
"P00748","5",1,4096.8,"RA0102_peptides.txt"
"P00751","0",13,1688474,"RA0102_peptides.txt"
"P00751","3",13,319095.9,"RA0102_peptides.txt"
"P00751","5",13,644101,"RA0102_peptides.txt"
"P00813","0",2,20952,"RA0102_peptides.txt"
"P00813","3",2,34287,"RA0102_peptides.txt"
"P00813","5",2,22344,"RA0102_peptides.txt"
"P00846","0",2,168731,"RA0102_peptides.txt"
"P00846","3",2,87714,"RA0102_peptides.txt"
"P00846","5",2,121792,"RA0102_peptides.txt"
"P00915","0",10,6418129,"RA0102_peptides.txt"
"P00915","3",10,1482988,"RA0102_peptides.txt"
"P00915","5",10,1523327,"RA0102_peptides.txt"
"P00918","0",6,774965,"RA0102_peptides.txt"
"P00918","3",6,228180.8,"RA0102_peptides.txt"
"P00918","5",6,225389,"RA0102_peptides.txt"
"P00966","0",13,445411,"RA0102_peptides.txt"
"P00966","3",13,243907,"RA0102_peptides.txt"
"P00966","5",13,123286,"RA0102_peptides.txt"
"P00973","0",1,52271,"RA0102_peptides.txt"
"P00973","3",1,14459,"RA0102_peptides.txt"
"P00973","5",1,28085,"RA0102_peptides.txt"
"P01008","0",12,1504312,"RA0102_peptides.txt"
"P01008","3",12,256370,"RA0102_peptides.txt"
"P01008","5",12,173293,"RA0102_peptides.txt"
"P01009","0",17,3493839,"RA0102_peptides.txt"
"P01009","3",17,981954.9,"RA0102_peptides.txt"
"P01009","5",17,1296090.9,"RA0102_peptides.txt"
"P01011","0",9,4636772,"RA0102_peptides.txt"
"P01011","3",9,839486.2,"RA0102_peptides.txt"
"P01011","5",9,3803775,"RA0102_peptides.txt"
"P01019","0",3,142953,"RA0102_peptides.txt"
"P01019","3",3,60386.5,"RA0102_peptides.txt"
"P01019","5",3,42623.2,"RA0102_peptides.txt"
"P01023","0",29,8036162,"RA0102_peptides.txt"
"P01023","3",29,4270363.7,"RA0102_peptides.txt"
"P01023","5",29,2194992.6,"RA0102_peptides.txt"
"P01024","0",54,12517769,"RA0102_peptides.txt"
